Year,LEA,LEA Name,INDIANMale,INDIANFemale,ASIANMale,ASIANFemale,HISPANICMale,HISPANICFemale,BLACKMale,BLACKFemale,WHITEMale,WHITEFemale,Total,TWO OR MORE RACESMale,TWO OR MORE RACESFemale,PACIFICISLANDMale,PACIFICISLANDFemale
2004,650,New Hanover County Schools,46,33,130,120,322,281,"3,304","3,396","7,565","7,070","22,267",,,,
2004,660,Northampton County Schools,3,2,0,1,22,17,"1,337","1,281",335,265,"3,263",,,,
2004,670,Onslow County Schools,99,109,164,145,544,501,"3,118","3,251","7,072","6,734","21,737",,,,
2004,680,Orange County Schools,13,9,16,33,152,145,776,765,"2,388","2,210","6,507",,,,
2004,681,Chapel-Hill/Carrboro City Schools,18,18,542,574,418,374,"1,035","1,023","3,481","3,161","10,644",,,,
2004,690,Pamlico County Schools,3,6,3,5,13,13,322,273,571,528,"1,737",,,,
2004,700,Pasquotank County Schools,0,4,17,9,43,36,"1,533","1,482","1,407","1,376","5,907",,,,
2004,710,Pender County Schools,12,4,12,4,191,173,"1,052","1,028","2,372","2,136","6,984",,,,
2004,720,Perquimans County Schools,4,1,1,5,6,4,351,311,542,507,"1,732",,,,
2004,730,Person County Schools,10,20,3,7,94,92,"1,124","1,104","1,697","1,628","5,779",,,,
2004,740,Pitt County Schools,19,15,139,131,483,412,"5,550","5,467","4,655","4,358","21,229",,,,
2004,750,Polk County Schools,1,1,4,6,68,75,130,111,"1,013",984,"2,393",,,,
2004,760,Randolph County Schools,39,38,78,57,694,605,620,567,"7,975","7,429","18,102",,,,
2004,761,Asheboro City Schools,5,5,35,68,571,563,366,372,"1,251","1,211","4,447",,,,
2004,770,Richmond County Schools,97,86,37,28,160,148,"1,746","1,656","2,188","2,149","8,295",,,,
2004,780,Robeson County Schools,"5,291","5,059",61,37,627,614,"3,771","3,646","2,574","2,376","24,056",,,,
2004,790,Rockingham County Schools,17,21,23,36,368,331,"2,075","1,926","5,109","4,787","14,693",,,,
2004,800,Rowan-Salisbury County Schools,27,23,144,137,633,564,"2,430","2,424","7,497","7,003","20,882",,,,
2004,810,Rutherford County Schools,3,2,21,22,150,125,922,863,"3,977","3,875","9,960",,,,
2004,820,Sampson County Schools,51,62,11,8,776,646,"1,340","1,177","2,058","2,017","8,146",,,,
2004,821,Clinton City Schools,51,55,14,13,131,132,662,693,520,542,"2,813",,,,
2004,830,Scotland County Schools,440,422,21,28,28,29,"1,685","1,620","1,318","1,315","6,906",,,,
2004,840,Stanly County Schools,16,14,237,174,180,159,845,807,"3,886","3,569","9,887",,,,
2004,850,Stokes County Schools,8,10,7,4,63,57,251,239,"3,485","3,309","7,433",,,,
2004,860,Surry County Schools,2,8,27,34,502,454,197,198,"3,688","3,464","8,574",,,,
2004,861,Elkin City Schools,0,1,4,2,80,70,34,36,490,479,"1,196",,,,
2004,862,Mount Airy City Schools,1,1,35,40,73,65,118,133,706,699,"1,871",,,,
2004,870,Swain County Schools,192,193,3,2,22,17,8,10,713,640,"1,800",,,,
2004,880,Transylvania County Schools,6,3,11,15,28,24,147,161,"1,741","1,650","3,786",,,,
2004,890,Tyrrell County Schools,0,0,2,0,17,24,143,132,162,159,639,,,,
2004,900,Union County Schools,37,34,137,110,"1,091","1,036","2,307","2,269","10,140","9,580","26,741",,,,
2004,910,Vance County Schools,5,6,15,11,235,239,"2,807","2,610","1,202","1,094","8,224",,,,
2004,920,Wake County Schools,140,155,"2,430","2,246","4,041","3,855","16,389","16,148","32,591","31,036","109,031",,,,
2004,930,Warren County Schools,76,75,0,0,36,33,"1,184","1,094",318,304,"3,120",,,,
2004,940,Washington County Schools,0,0,2,4,14,10,837,775,274,237,"2,153",,,,
2004,950,Watauga County Schools,0,2,19,23,30,35,62,68,"2,339","2,091","4,669",,,,
2004,960,Wayne County Schools,16,10,134,126,679,705,"4,293","4,150","4,772","4,401","19,286",,,,
2004,970,Wilkes County Schools,2,2,34,33,285,264,321,318,"4,462","4,347","10,068",,,,
2004,980,Wilson County Schools,6,5,56,51,439,433,"3,386","3,193","2,516","2,376","12,461",,,,
2004,990,Yadkin County Schools,4,6,10,10,381,353,137,130,"2,546","2,453","6,030",,,,
2004,995,Yancey County Schools,1,6,4,4,56,49,20,17,"1,238","1,172","2,567",,,,
2004,10,Alamance-Burlington Schools,28,45,137,162,"1,281","1,180","2,917","2,816","6,598","6,374","21,538",,,,
2004,20,Alexander County Schools,3,1,104,84,139,121,184,182,"2,479","2,301","5,598",,,,
2004,30,Alleghany County Schools,1,1,0,0,61,49,20,13,642,692,"1,479",,,,
2004,40,Anson County Schools,16,5,31,33,26,24,"1,377","1,382",785,730,"4,409",,,,
2004,50,Ashe County Schools,5,6,4,5,43,43,30,21,"1,552","1,467","3,176",,,,
2004,60,Avery County Schools,4,1,3,4,37,30,8,15,"1,148","1,066","2,316",,,,
2004,70,Beaufort County Schools,1,2,9,12,213,219,"1,529","1,464","1,972","1,824","7,245",,,,
2004,80,Bertie County Schools,8,3,3,2,16,12,"1,474","1,422",252,219,"3,411",,,,
2004,90,Bladen County Schools,24,26,4,2,155,142,"1,481","1,391","1,325","1,199","5,749",,,,
2004,100,Brunswick County Schools,36,46,14,16,232,185,"1,288","1,257","3,905","3,734","10,713",,,,
2004,110,Buncombe County Schools,63,63,102,128,599,534,"1,063","1,055","10,896","10,325","24,828",,,,
2004,111,Asheville City Schools,2,4,13,21,70,81,874,891,"1,010",893,"3,859",,,,
2004,120,Burke County Schools,14,8,690,639,333,280,648,618,"5,794","5,545","14,569",,,,
2004,130,Cabarrus County Schools,46,36,137,146,833,767,"1,858","1,849","8,218","7,892","21,782",,,,
2004,132,Kannapolis City Schools,6,5,38,36,356,289,756,682,"1,223","1,161","4,552",,,,
2004,140,Caldwell County Schools,6,3,47,41,244,221,562,541,"5,692","5,518","12,875",,,,
2004,150,Camden County Schools,0,2,8,10,5,4,152,107,646,646,"1,580",,,,
2004,160,Carteret County Schools,9,17,26,27,100,80,507,444,"3,629","3,396","8,235",,,,
2004,170,Caswell County Schools,1,2,2,4,51,46,769,727,949,876,"3,427",,,,
2004,180,Catawba County Schools,14,23,634,601,512,488,724,719,"6,628","6,257","16,600",,,,
2004,181,Hickory City Schools,2,5,192,150,263,252,642,663,"1,167","1,178","4,514",,,,
2004,182,Newton-Conover City Schools,6,4,101,102,177,170,321,311,859,812,"2,863",,,,
2004,190,Chatham County Schools,11,10,23,17,651,590,829,818,"2,315","2,027","7,291",,,,
2004,200,Cherokee County Schools,31,23,10,10,24,19,55,47,"1,791","1,668","3,678",,,,
2004,210,Edenton-Chowan County Schools,3,1,3,1,25,18,616,591,647,609,"2,514",,,,
2004,220,Clay County Schools,0,2,4,2,8,4,7,8,626,603,"1,264",,,,
2004,230,Cleveland County Schools,3,3,14,10,102,105,"1,246","1,144","3,682","3,529","9,838",,,,
2004,240,Columbus County Schools,193,205,1,1,120,139,"1,445","1,398","1,805","1,709","7,016",,,,
2004,241,Whiteville City Schools,19,14,5,5,33,31,619,599,703,683,"2,711",,,,
2004,250,Craven County Schools,20,20,79,60,295,246,"2,632","2,683","4,348","4,154","14,537",,,,
2004,260,Cumberland County Schools,485,421,436,430,"1,569","1,533","13,449","13,219","11,020","10,297","52,859",,,,
2004,270,Currituck County Schools,5,3,6,6,35,23,183,194,"1,633","1,575","3,663",,,,
2004,280,Dare County Schools,6,2,13,11,88,99,132,118,"2,259","2,105","4,833",,,,
2006,380,Graham County Schools,56,78,0,0,6,1,3,11,540,523,"1,218",,,,
2006,390,Granville County Schools,14,8,33,31,302,276,"1,704","1,696","2,392","2,292","8,748",,,,
2006,400,Greene County Schools,0,0,4,2,293,255,813,793,589,509,"3,258",,,,
2006,410,Guilford County Schools,195,190,"1,544","1,541","2,443","2,302","15,636","15,201","15,208","14,537","68,797",,,,
2006,420,Halifax County Schools,163,118,2,0,27,25,"2,225","2,176",139,100,"4,975",,,,
2006,421,Roanoke Rapids City Schools,4,12,23,13,34,29,337,320,"1,110","1,106","2,988",,,,
2006,422,Weldon City Schools,2,0,1,1,2,3,504,470,21,14,"1,018",,,,
2006,430,Harnett County Schools,88,98,44,36,917,853,"2,974","2,774","5,037","4,740","17,561",,,,
2006,440,Haywood County Schools,33,30,11,15,112,125,99,96,"3,784","3,593","7,898",,,,
2006,450,Henderson County Schools,22,19,66,71,822,787,521,471,"5,221","4,801","12,801",,,,
2006,460,Hertford County Schools,10,10,6,7,19,26,"1,449","1,457",297,270,"3,551",,,,
2006,470,Hoke County Schools,483,493,29,34,356,332,"1,564","1,661","1,038","1,029","7,019",,,,
2006,480,Hyde County Schools,0,0,0,0,24,36,130,134,163,147,634,,,,
2006,490,Iredell-Statesville Schools,16,30,271,279,754,732,"1,744","1,710","7,619","7,206","20,361",,,,
2006,491,Mooresville City Schools,3,5,34,40,95,86,409,417,"1,853","1,833","4,775",,,,
2006,500,Jackson County Schools,193,193,9,18,68,63,53,40,"1,556","1,485","3,678",,,,
2006,510,Johnston County Schools,53,50,61,65,"1,826","1,777","3,140","2,904","9,058","8,687","27,621",,,,
2006,520,Jones County Schools,2,2,0,3,26,26,377,363,311,239,"1,349",,,,
2006,530,Lee County Schools,20,24,30,41,"1,055","1,017","1,269","1,282","2,364","2,168","9,270",,,,
2006,540,Lenoir County Schools,9,11,32,25,350,276,"2,670","2,333","2,168","2,054","9,928",,,,
2006,550,Lincoln County Schools,13,18,35,25,519,518,584,559,"4,966","4,659","11,896",,,,
2006,560,Macon County Schools,8,9,21,21,131,111,52,42,"1,994","1,877","4,266",,,,
2006,570,Madison County Schools,4,3,2,5,25,24,11,14,"1,334","1,199","2,621",,,,
2006,580,Martin County Schools,3,6,4,7,60,53,"1,220","1,127",925,932,"4,337",,,,
2006,590,McDowell County Schools,9,10,64,56,223,207,156,151,"2,901","2,727","6,504",,,,
2006,600,Charlotte-Mecklenburg County Schools,344,339,"2,645","2,590","7,700","7,119","28,517","27,986","23,850","22,699","123,789",,,,
2006,610,Mitchell County Schools,0,1,2,6,66,51,7,8,"1,141","1,011","2,293",,,,
2006,620,Montgomery County Schools,2,4,63,55,508,484,623,605,"1,116","1,047","4,507",,,,
2006,630,Moore County Schools,56,61,33,51,435,432,"1,385","1,443","4,159","4,032","12,087",,,,
2006,640,Nash-Rocky Mount Schools,46,33,125,100,594,528,"4,982","4,941","3,525","3,361","18,235",,,,
2006,650,New Hanover County Schools,48,42,173,166,543,489,"3,496","3,666","7,940","7,549","24,112",,,,
2006,660,Northampton County Schools,2,3,0,1,20,18,"1,287","1,227",303,248,"3,109",,,,
2006,670,Onslow County Schools,93,94,163,159,693,621,"3,410","3,494","7,223","6,996","22,946",,,,
2006,680,Orange County Schools,16,16,22,34,208,228,762,783,"2,449","2,221","6,739",,,,
2006,681,Chapel-Hill/Carrboro City Schools,11,13,613,668,480,472,"1,052","1,022","3,443","3,162","10,936",,,,
2006,690,Pamlico County Schools,2,2,4,3,15,13,273,238,547,501,"1,598",,,,
2006,700,Pasquotank County Schools,5,4,25,20,57,54,"1,540","1,492","1,516","1,413","6,126",,,,
2006,710,Pender County Schools,9,7,12,11,293,245,944,942,"2,579","2,365","7,407",,,,
2006,720,Perquimans County Schools,5,4,2,7,15,14,303,326,585,519,"1,780",,,,
2006,730,Person County Schools,14,18,13,17,119,120,"1,152","1,113","1,662","1,595","5,823",,,,
2006,740,Pitt County Schools,11,16,138,127,619,554,"5,819","5,750","4,738","4,343","22,115",,,,
2006,750,Polk County Schools,2,2,2,5,85,91,133,126,"1,002","1,033","2,481",,,,
2006,760,Randolph County Schools,41,39,94,77,881,795,628,613,"7,995","7,478","18,641",,,,
2006,761,Asheboro City Schools,4,4,40,61,648,655,397,428,"1,193","1,153","4,583",,,,
2006,770,Richmond County Schools,155,157,33,35,210,212,"1,773","1,722","2,024","2,019","8,340",,,,
2006,780,Robeson County Schools,"5,317","5,144",64,67,820,834,"3,771","3,637","2,452","2,235","24,341",,,,
2006,790,Rockingham County Schools,20,20,26,39,419,378,"2,060","1,915","5,031","4,696","14,604",,,,
2006,800,Rowan-Salisbury County Schools,24,29,144,153,776,716,"2,478","2,369","7,275","6,951","20,915",,,,
2006,810,Rutherford County Schools,3,3,22,18,199,171,915,853,"3,979","3,849","10,012",,,,
2006,820,Sampson County Schools,51,58,9,10,896,834,"1,272","1,190","1,930","1,987","8,237",,,,
2006,821,Clinton City Schools,52,58,14,15,172,200,699,714,552,547,"3,023",,,,
2006,830,Scotland County Schools,459,447,41,45,46,37,"1,697","1,627","1,282","1,236","6,917",,,,
2006,840,Stanly County Schools,13,11,222,169,215,198,784,797,"3,738","3,439","9,586",,,,
2006,850,Stokes County Schools,11,8,7,8,72,71,258,241,"3,435","3,301","7,412",,,,
2006,860,Surry County Schools,6,6,25,19,587,548,221,204,"3,709","3,485","8,810",,,,
2006,861,Elkin City Schools,0,0,4,3,91,85,40,32,478,493,"1,226",,,,
2006,862,Mount Airy City Schools,0,0,25,38,92,74,130,128,678,639,"1,804",,,,
2006,870,Swain County Schools,217,213,2,4,19,23,10,13,682,659,"1,842",,,,
2006,880,Transylvania County Schools,5,4,12,18,46,42,165,191,"1,708","1,630","3,821",,,,
2006,890,Tyrrell County Schools,0,0,2,0,32,36,135,123,143,144,615,,,,
2006,900,Union County Schools,41,43,184,167,"1,571","1,486","2,716","2,620","11,536","11,012","31,376",,,,
2006,910,Vance County Schools,0,3,17,10,292,298,"2,781","2,664","1,077",994,"8,136",,,,
2006,930,Warren County Schools,63,69,0,0,41,52,"1,118","1,042",284,254,"2,923",,,,
2006,940,Washington County Schools,1,0,3,2,41,22,832,787,262,223,"2,173",,,,
2006,950,Watauga County Schools,1,3,19,27,43,64,67,67,"2,223","1,982","4,496",,,,
2006,960,Wayne County Schools,19,11,113,88,851,910,"4,137","4,122","4,638","4,383","19,272",,,,
2006,970,Wilkes County Schools,2,2,40,34,329,333,325,339,"4,374","4,308","10,086",,,,
2006,980,Wilson County Schools,10,10,79,52,541,505,"3,329","3,209","2,470","2,435","12,640",,,,
2006,990,Yadkin County Schools,4,5,9,12,445,429,158,164,"2,532","2,423","6,181",,,,
2006,995,Yancey County Schools,1,4,8,6,86,68,22,24,"1,178","1,154","2,551",,,,
2005,320,Durham County Schools,37,45,348,324,"1,873","1,729","9,188","8,996","4,298","3,866","30,704",,,,
2005,340,Forsyth County Schools,67,49,341,332,"3,077","2,899","9,255","8,749","12,175","11,355","48,299",,,,
2005,920,Wake County Schools,147,161,"2,589","2,511","4,782","4,606","17,340","17,064","33,136","31,732","114,068",,,,
2005,10,Alamance-Burlington Schools,29,41,133,164,"1,394","1,337","2,892","2,819","6,465","6,340","21,614",,,,
2005,20,Alexander County Schools,4,2,105,83,148,138,189,189,"2,518","2,304","5,680",,,,
2005,30,Alleghany County Schools,1,0,0,0,67,53,23,13,643,708,"1,508",,,,
2005,40,Anson County Schools,8,4,37,33,33,32,"1,333","1,388",782,732,"4,382",,,,
2005,50,Ashe County Schools,6,8,4,4,53,54,31,21,"1,561","1,466","3,208",,,,
2005,60,Avery County Schools,5,2,4,4,49,44,8,14,"1,147","1,045","2,322",,,,
2005,70,Beaufort County Schools,0,2,9,11,253,246,"1,500","1,487","1,907","1,809","7,224",,,,
2005,80,Bertie County Schools,12,5,6,2,14,14,"1,458","1,392",234,212,"3,349",,,,
2005,90,Bladen County Schools,26,30,5,3,177,159,"1,452","1,400","1,295","1,179","5,726",,,,
2005,100,Brunswick County Schools,31,41,8,15,273,233,"1,333","1,283","3,955","3,760","10,932",,,,
2005,110,Buncombe County Schools,62,57,108,141,694,620,"1,134","1,191","10,914","10,334","25,255",,,,
2005,111,Asheville City Schools,4,3,16,30,89,90,867,830,"1,043",911,"3,883",,,,
2005,120,Burke County Schools,14,9,667,612,370,324,659,646,"5,786","5,494","14,581",,,,
2005,130,Cabarrus County Schools,47,37,142,161,975,914,"1,986","1,928","8,338","7,918","22,446",,,,
2005,132,Kannapolis City Schools,8,4,40,37,376,322,753,691,"1,222","1,155","4,608",,,,
2005,140,Caldwell County Schools,11,4,51,52,277,261,588,577,"5,710","5,498","13,029",,,,
2005,150,Camden County Schools,0,1,9,10,8,7,151,108,674,706,"1,674",,,,
2005,160,Carteret County Schools,6,14,35,35,106,101,501,428,"3,631","3,361","8,218",,,,
2005,170,Caswell County Schools,1,3,2,4,70,57,755,689,938,827,"3,346",,,,
2005,180,Catawba County Schools,23,27,636,595,578,544,771,756,"6,757","6,294","16,981",,,,
2005,181,Hickory City Schools,4,3,165,144,277,257,645,654,"1,140","1,140","4,429",,,,
2005,182,Newton-Conover City Schools,1,4,96,98,211,199,305,304,818,779,"2,815",,,,
2005,190,Chatham County Schools,11,10,16,17,730,678,806,803,"2,303","2,030","7,404",,,,
2005,200,Cherokee County Schools,31,24,12,10,31,30,64,51,"1,739","1,649","3,641",,,,
2005,210,Edenton-Chowan County Schools,3,0,2,1,23,19,599,560,627,602,"2,436",,,,
2005,220,Clay County Schools,1,2,4,2,3,3,6,10,669,588,"1,288",,,,
2005,230,Cleveland County Schools,13,7,65,65,180,183,"2,669","2,545","5,952","5,571","17,250",,,,
2005,240,Columbus County Schools,190,211,2,2,137,144,"1,401","1,380","1,785","1,665","6,917",,,,
2005,241,Whiteville City Schools,14,16,6,5,34,35,643,633,689,655,"2,730",,,,
2005,250,Craven County Schools,20,17,90,63,331,287,"2,622","2,670","4,367","4,168","14,635",,,,
2005,260,Cumberland County Schools,472,456,459,454,"1,605","1,592","13,541","13,138","10,805","9,999","52,521",,,,
2005,270,Currituck County Schools,7,6,5,7,40,29,205,199,"1,731","1,638","3,867",,,,
2005,280,Dare County Schools,6,7,15,18,120,108,139,116,"2,275","2,085","4,889",,,,
2005,290,Davidson County Schools,26,34,83,78,282,250,341,286,"9,210","9,018","19,608",,,,
2005,291,Lexington City Schools,3,4,92,76,336,313,713,708,440,407,"3,092",,,,
2005,292,Thomasville City Schools,7,2,11,10,232,237,661,600,429,352,"2,541",,,,
2005,300,Davie County Schools,2,6,8,18,229,220,306,299,"2,663","2,478","6,229",,,,
2005,310,Duplin County Schools,10,8,8,2,"1,103",958,"1,455","1,484","1,982","1,877","8,887",,,,
2005,330,Edgecombe County Schools,2,5,8,8,207,189,"2,214","2,186","1,450","1,356","7,625",,,,
2005,350,Franklin County Schools,16,10,17,15,363,286,"1,563","1,547","2,134","1,965","7,916",,,,
2005,360,Gaston County Schools,29,30,238,218,855,808,"3,380","3,302","11,846","10,989","31,695",,,,
2005,370,Gates County Schools,0,3,2,5,8,10,399,405,590,527,"1,949",,,,
2005,380,Graham County Schools,63,81,0,0,3,0,2,7,554,511,"1,221",,,,
2005,390,Granville County Schools,9,5,31,30,255,226,"1,774","1,680","2,379","2,285","8,674",,,,
2005,400,Greene County Schools,0,0,6,2,275,231,790,815,567,493,"3,179",,,,
2005,410,Guilford County Schools,197,195,"1,488","1,459","2,100","1,950","15,021","14,759","15,236","14,725","67,130",,,,
2005,420,Halifax County Schools,181,125,3,0,27,23,"2,288","2,228",145,119,"5,139",,,,
2005,421,Roanoke Rapids City Schools,5,10,25,18,33,26,346,304,"1,128","1,089","2,984",,,,
2005,422,Weldon City Schools,3,0,1,0,0,3,524,501,16,10,"1,058",,,,
2005,430,Harnett County Schools,79,85,35,41,838,763,"2,838","2,776","4,906","4,627","16,988",,,,
2005,440,Haywood County Schools,29,30,11,23,95,103,93,91,"3,796","3,632","7,903",,,,
2005,450,Henderson County Schools,22,22,61,70,756,702,465,452,"5,196","4,774","12,520",,,,
2005,460,Hertford County Schools,16,14,4,8,17,27,"1,426","1,415",306,289,"3,522",,,,
2005,470,Hoke County Schools,477,476,28,34,309,262,"1,547","1,616","1,057",950,"6,756",,,,
2005,480,Hyde County Schools,0,0,0,0,17,26,138,148,159,159,647,,,,
2005,490,Iredell-Statesville Schools,14,25,256,248,674,633,"1,759","1,686","7,305","6,831","19,431",,,,
2005,491,Mooresville City Schools,4,8,41,49,76,68,383,379,"1,752","1,692","4,452",,,,
2005,500,Jackson County Schools,205,180,9,14,59,53,48,37,"1,533","1,456","3,594",,,,
2005,510,Johnston County Schools,59,49,59,52,"1,598","1,481","3,037","2,812","8,739","8,273","26,159",,,,
2005,520,Jones County Schools,1,2,1,4,23,22,389,359,314,252,"1,367",,,,
2005,530,Lee County Schools,24,23,33,44,956,917,"1,255","1,240","2,444","2,222","9,158",,,,
2005,540,Lenoir County Schools,7,10,28,15,287,252,"2,641","2,354","2,178","2,092","9,864",,,,
2005,550,Lincoln County Schools,11,21,28,22,482,432,584,541,"4,831","4,502","11,454",,,,
2005,560,Macon County Schools,12,8,20,20,88,82,42,43,"1,958","1,904","4,177",,,,
2005,570,Madison County Schools,6,2,3,3,22,26,10,14,"1,365","1,178","2,629",,,,
2011,10,Alamance-Burlington Schools,31,59,154,143,2290,2353,2458,2359,6181,5686,22391,318,335,15,9
2011,20,Alexander County Schools,2,5,69,53,207,182,110,104,2392,2238,5504,78,64,0,0
2011,30,Alleghany County Schools,1,0,3,0,97,96,12,4,586,628,1450,9,14,0,0
2011,40,Anson County Schools,12,10,33,42,64,64,1101,1145,617,601,3786,54,41,0,2
2011,50,Ashe County Schools,8,6,7,8,131,131,7,4,1450,1395,3186,22,16,1,0
2011,60,Avery County Schools,3,0,6,2,77,84,4,0,974,964,2134,7,9,1,3
2011,70,Beaufort County Schools,7,5,8,11,422,416,1203,1143,1880,1703,7031,110,123,0,0
2011,80,Bertie County Schools,10,8,5,13,23,16,1156,1154,196,171,2771,9,10,0,0
2011,90,Bladen County Schools,36,37,1,7,313,296,1090,1048,1061,1042,5128,90,106,1,0
2011,100,Brunswick County Schools,57,50,32,35,620,529,1045,1017,4222,4079,12143,219,230,4,4
2011,110,Buncombe County Schools,45,37,156,193,1472,1443,737,790,10135,9425,25606,582,568,12,11
2011,111,Asheville City Schools,4,2,21,23,148,117,563,549,1077,1079,3872,155,134,0,0
2011,120,Burke County Schools,15,18,489,411,605,539,416,349,5147,4841,13418,272,291,14,11
2011,130,Cabarrus County Schools,54,51,320,302,1745,1755,2590,2448,9485,8847,28620,505,501,7,10
2011,132,Kannapolis City Schools,3,3,45,27,613,536,762,686,1180,1099,5207,133,119,1,0
2011,140,Caldwell County Schools,9,11,35,45,504,466,385,398,5212,5169,12726,270,219,2,1
2011,150,Camden County Schools,4,4,8,9,20,27,149,113,774,769,1937,25,32,2,1
2011,160,Carteret County Schools,21,24,30,61,228,210,326,290,3508,3239,8459,273,239,2,8
2011,170,Caswell County Schools,1,4,5,2,99,93,544,498,841,729,2939,61,62,0,0
2011,180,Catawba County Schools,20,20,592,600,1026,966,486,481,6352,5973,17249,364,365,3,1
2011,181,Hickory City Schools,5,3,109,98,413,402,499,456,1080,977,4304,128,133,1,0
2011,182,Newton-Conover City Schools,1,0,64,72,304,305,245,213,794,733,2903,69,102,0,1
2011,190,Chatham County Schools,9,8,30,37,1065,986,541,529,2230,2110,7797,123,129,0,0
2011,200,Cherokee County Schools,26,34,13,11,54,57,31,24,1593,1510,3408,24,30,1,0
2011,210,Edenton-Chowan County Schools,3,0,2,0,47,45,522,477,624,543,2323,24,34,2,0
2011,220,Clay County Schools,1,2,0,3,22,17,7,5,681,594,1351,8,10,0,1
2011,230,Cleveland County Schools,12,13,59,66,360,325,2058,2030,5355,4888,15900,365,367,1,1
2011,240,Columbus County Schools,168,212,2,5,243,253,1100,1124,1653,1688,6568,50,68,1,1
2011,241,Whiteville City Schools,17,19,1,3,73,79,484,436,547,537,2266,39,31,0,0
2011,250,Craven County Schools,32,26,182,194,552,584,2221,2236,4117,4023,14932,346,391,20,8
2011,260,Cumberland County Schools,505,504,409,413,2795,2848,11812,11599,9391,8585,52349,1602,1717,75,94
2011,270,Currituck County Schools,4,3,4,7,74,81,108,103,1519,1528,3925,252,240,0,2
2011,280,Dare County Schools,4,6,16,28,248,229,70,70,2089,1958,4854,60,71,3,2
2011,290,Davidson County Schools,37,33,87,112,595,537,340,297,9185,8901,20437,167,135,8,3
2011,291,Lexington City Schools,9,9,94,66,454,417,511,507,404,356,2950,58,63,1,1
2011,292,Thomasville City Schools,9,9,9,9,326,346,467,474,347,318,2450,70,63,1,2
2011,300,Davie County Schools,8,6,13,22,385,364,203,195,2664,2502,6573,99,111,0,1
2011,310,Duplin County Schools,26,20,8,7,1636,1438,1214,1184,1743,1669,9054,57,51,1,0
2011,320,Durham County Schools,47,55,390,346,3374,3404,8352,8410,3556,3240,32122,448,455,25,20
2011,330,Edgecombe County Schools,2,5,4,10,286,264,2084,2005,1247,1155,7178,50,63,1,2
2011,340,Forsyth County Schools,67,74,530,583,5228,5118,7943,7564,11826,11228,52347,1101,1045,21,19
2011,350,Franklin County Schools,21,14,11,19,563,539,1323,1356,2342,2101,8530,110,120,5,6
2011,360,Gaston County Schools,39,30,180,196,1363,1380,3155,2983,10832,10142,31416,551,550,5,10
2011,370,Gates County Schools,2,4,2,2,8,15,344,312,534,540,1825,30,31,0,1
2011,380,Graham County Schools,85,74,1,0,16,9,1,0,512,493,1200,7,2,0,0
2011,390,Granville County Schools,14,15,20,16,505,464,1459,1352,2323,2117,8646,161,192,3,5
2011,400,Greene County Schools,1,2,5,2,419,400,646,685,554,488,3251,25,22,0,2
2011,410,Guilford County Schools,641,660,1979,1876,2826,2738,14796,14514,14847,13893,71624,1359,1379,61,55
2011,420,Halifax County Schools,111,108,4,0,39,44,1698,1643,95,78,3864,14,20,6,4
2011,421,Roanoke Rapids City Schools,6,10,26,19,51,45,313,324,1032,1010,2900,31,26,2,5
2011,422,Weldon City Schools,2,4,1,5,1,5,493,487,17,22,1043,4,2,0,0
2011,430,Harnett County Schools,116,98,38,48,1558,1485,2495,2440,5416,5004,19501,405,365,18,15
2011,440,Haywood County Schools,44,32,11,17,209,225,42,34,3621,3331,7706,66,70,2,2
2011,450,Henderson County Schools,17,16,82,90,1266,1148,260,237,4971,4720,13378,272,270,17,12
2011,460,Hertford County Schools,5,16,12,5,30,38,1231,1276,280,199,3133,27,13,1,0
2011,470,Hoke County Schools,442,459,34,29,693,644,1540,1450,1155,1060,8057,260,279,6,6
2011,480,Hyde County Schools,0,0,0,0,36,44,78,98,156,136,561,7,6,0,0
2011,490,Iredell-Statesville Schools,15,28,275,294,1067,1073,1509,1460,7720,7115,21289,363,359,3,8
2011,491,Mooresville City Schools,4,5,43,61,198,159,421,418,2008,1966,5444,84,65,6,6
2011,500,Jackson County Schools,184,196,13,27,147,135,21,22,1469,1347,3608,18,23,1,5
2011,510,Johnston County Schools,90,68,100,88,2752,2656,2758,2613,10311,9856,32320,512,494,12,10
2011,520,Jones County Schools,5,2,1,3,26,27,282,289,270,238,1167,9,13,0,2
2011,530,Lee County Schools,34,33,23,37,1428,1424,1059,1037,2247,2081,9654,134,113,2,2
2011,540,Lenoir County Schools,17,12,27,18,507,426,2221,2006,1940,1813,9233,129,112,3,2
2011,550,Lincoln County Schools,10,12,35,30,622,593,367,346,4924,4544,11782,146,149,2,2
2011,560,Macon County Schools,5,9,14,10,265,248,22,23,1819,1768,4300,54,59,4,0
2011,570,Madison County Schools,5,7,2,10,49,31,3,2,1273,1172,2576,8,14,0,0
2011,580,Martin County Schools,3,2,11,9,86,67,946,955,792,842,3789,38,37,0,1
2011,590,McDowell County Schools,19,13,44,38,335,317,97,86,2658,2527,6368,113,119,2,0
2011,600,Charlotte-Mecklenburg County Schools,281,253,3437,3455,11369,10852,28029,27772,22606,21881,135638,2835,2868,0,0
2011,610,Mitchell County Schools,0,3,4,9,71,66,6,1,1026,889,2088,4,8,0,1
2011,620,Montgomery County Schools,3,3,40,33,609,594,448,450,960,949,4149,36,19,1,4
2011,630,Moore County Schools,69,62,54,58,663,618,1191,1153,4269,4045,12485,152,141,3,7
