Year,LEA,LEA Name,INDIANMale,INDIANFemale,ASIANMale,ASIANFemale,HISPANICMale,HISPANICFemale,BLACKMale,BLACKFemale,WHITEMale,WHITEFemale,Total,TWO OR MORE RACESMale,TWO OR MORE RACESFemale,PACIFICISLANDMale,PACIFICISLANDFemale
2019,790,Rockingham County Schools,15,10,31,32,838,802,1052,1035,3656,3438,11592,333,338,6,6
2019,800,Rowan-Salisbury County Schools,25,16,102,78,1740,1682,1750,1647,5643,5169,18754,462,427,6,7
2019,810,Rutherford County Schools,7,4,18,16,357,312,515,449,2967,2673,7847,245,283,0,1
2019,820,Sampson County Schools,30,33,9,11,1639,1550,757,693,1581,1411,8024,144,158,3,5
2019,821,Clinton City Schools,35,41,8,15,492,472,556,519,375,341,2963,50,58,1,0
2019,830,Scotland County Schools,457,420,31,22,103,97,1275,1261,880,745,5583,138,145,6,3
2019,840,Stanly County Schools,15,7,119,143,378,382,634,550,2989,2746,8408,231,208,4,2
2019,850,Stokes County Schools,3,9,9,2,126,143,97,78,2661,2461,5818,110,117,1,1
2019,860,Surry County Schools,6,3,15,14,939,947,99,74,2759,2586,7634,99,93,0,0
2019,861,Elkin City Schools,0,0,5,5,126,123,16,21,410,398,1172,40,28,0,0
2019,862,Mount Airy City Schools,0,0,9,13,188,173,63,70,530,496,1626,55,29,0,0
2019,870,Swain County Schools,198,217,7,5,59,51,11,7,671,614,1951,60,50,0,1
2019,880,Transylvania County Schools,5,5,8,10,158,140,70,69,1397,1268,3339,94,112,3,0
2019,890,Tyrrell County Schools,0,1,6,7,51,72,110,102,144,97,635,17,27,0,1
2019,900,Union County Schools,50,31,935,960,3857,3641,2614,2450,13093,12108,41189,745,689,10,6
2019,910,Vance County Schools,4,2,37,38,424,395,1798,1795,470,410,5544,86,79,4,2
2019,920,Wake County Schools,216,186,7601,7354,14775,14058,18465,17770,37917,35726,160339,3033,3050,91,97
2019,930,Warren County Schools,62,79,5,5,80,82,609,627,141,129,1888,35,31,1,2
2019,940,Washington County Schools,0,0,3,7,61,47,505,486,86,65,1294,14,20,0,0
2019,950,Watauga County Schools,8,6,34,40,224,197,35,25,1963,1936,4601,69,60,3,1
2019,960,Wayne County Schools,15,19,118,103,2216,2067,3316,3154,3481,3031,18247,342,368,6,11
2019,970,Wilkes County Schools,5,9,24,23,696,643,171,163,3492,3352,9056,244,233,0,1
2019,980,Wilson County Schools,14,12,78,73,1151,1137,2545,2403,1749,1595,11129,178,183,6,5
2019,990,Yadkin County Schools,5,7,8,8,649,659,91,65,1896,1642,5167,65,69,2,1
2019,995,Yancey County Schools,4,5,0,1,164,129,6,6,964,800,2118,22,16,1,0
2020,10,Alamance-Burlington Schools,33,43,161,177,3245,3009,2699,2628,5046,4552,22851,611,622,14,11
2020,20,Alexander County Schools,2,2,30,27,263,247,104,85,1924,1791,4738,139,121,0,3
2020,30,Alleghany County Schools,1,2,1,1,166,175,4,2,498,471,1370,26,23,0,0
2020,40,Anson County Schools,6,5,28,26,85,97,871,847,543,498,3147,72,69,0,0
2020,50,Ashe County Schools,1,1,9,5,203,160,7,6,1258,1158,2933,62,63,0,0
2020,60,Avery County Schools,1,3,3,10,122,110,1,2,843,732,1892,31,32,1,1
2020,70,Beaufort County Schools,4,4,13,10,532,528,1023,954,1472,1416,6313,184,170,1,2
2020,80,Bertie County Schools,3,2,2,3,25,29,781,798,130,112,1984,48,51,0,0
2020,90,Bladen County Schools,35,47,0,2,414,402,760,720,729,725,4080,112,131,2,1
2020,100,Brunswick County Schools,36,36,51,34,957,905,915,859,4179,3738,12594,426,443,7,8
2020,110,Buncombe County Schools,42,36,144,139,2172,2124,828,747,7978,7628,23669,915,816,58,42
2020,111,Asheville City Schools,6,2,14,29,166,209,397,389,1380,1356,4313,155,176,21,13
2020,120,Burke County Schools,12,7,409,304,1095,982,294,236,4023,3842,11897,341,337,6,9
2020,130,Cabarrus County Schools,57,55,1069,1055,3074,2922,3578,3379,8394,7854,33568,1050,1029,19,33
2020,132,Kannapolis City Schools,11,6,30,32,979,894,720,747,845,788,5399,170,170,5,2
2020,140,Caldwell County Schools,4,2,40,54,662,659,306,303,4427,4185,11229,313,269,4,1
2020,150,Camden County Schools,2,2,7,6,38,39,83,79,743,700,1857,81,73,2,2
2020,160,Carteret County Schools,10,14,39,42,429,373,233,217,3241,2904,8085,293,258,16,16
2020,170,Caswell County Schools,4,2,4,1,99,110,443,385,675,515,2342,47,57,0,0
2020,180,Catawba County Schools,2,9,537,550,1390,1299,424,420,5200,4964,15727,439,482,7,4
2020,181,Hickory City Schools,3,1,105,97,540,517,413,386,854,779,4122,203,211,7,6
2020,182,Newton-Conover City Schools,1,0,101,97,426,415,176,155,714,598,2928,130,115,0,0
2020,190,Chatham County Schools,14,6,61,57,1427,1383,488,517,2340,2245,8981,221,212,4,6
2020,200,Cherokee County Schools,12,14,11,12,95,124,23,32,1284,1242,3092,120,122,1,0
2020,210,Edenton-Chowan County Schools,0,1,1,2,73,83,419,403,426,362,1868,46,52,0,0
2020,220,Clay County Schools,5,3,0,4,57,42,8,2,588,493,1280,31,47,0,0
2020,230,Cleveland County Schools,10,6,49,42,464,463,1915,1780,4360,3997,14137,510,538,3,0
2020,240,Columbus County Schools,111,140,2,3,325,311,794,752,1417,1333,5387,100,95,1,3
2020,241,Whiteville City Schools,11,13,4,4,124,119,457,470,448,377,2197,90,80,0,0
2020,250,Craven County Schools,11,12,322,278,807,773,1809,1704,3326,3131,13283,538,537,18,17
2020,260,Cumberland County Schools,370,360,432,489,3649,3390,11420,10800,7270,6784,50052,2400,2420,122,146
2020,270,Currituck County Schools,2,3,10,14,151,129,85,89,1651,1629,4170,212,191,1,3
2020,280,Dare County Schools,3,1,19,18,479,453,49,59,2025,1875,5253,144,127,1,0
2020,290,Davidson County Schools,26,22,110,109,1005,912,383,291,7793,7136,18566,426,347,5,1
2020,291,Lexington City Schools,5,2,60,65,534,520,421,466,345,283,3039,162,162,4,10
2020,292,Thomasville City Schools,3,2,6,6,398,378,395,447,216,215,2258,79,111,1,1
2020,295,Innovative School District,38,41,0,0,5,3,41,54,4,4,216,13,13,0,0
2020,300,Davie County Schools,8,4,19,35,473,448,213,197,2307,2077,6077,140,155,0,1
2020,310,Duplin County Schools,53,36,22,10,2146,1963,1041,1009,1598,1496,9658,143,136,2,3
2020,320,Durham County Schools,37,27,352,325,5518,5267,6853,6852,3291,2956,32928,708,714,12,16
2020,330,Edgecombe County Schools,0,5,5,5,338,282,1602,1563,809,753,5610,127,119,0,2
2020,340,Forsyth County Schools,45,41,700,713,7546,7190,7824,7493,10132,9571,53745,1224,1188,50,28
2020,350,Franklin County Schools,17,18,25,28,854,841,1195,1239,1751,1572,8052,266,241,1,4
2020,360,Gaston County Schools,32,30,233,229,2347,2288,3459,3302,8526,8060,30834,1201,1098,13,16
2020,370,Gates County Schools,2,3,3,0,22,28,232,223,492,465,1591,73,48,0,0
2020,380,Graham County Schools,107,75,4,2,19,26,2,3,474,410,1132,5,5,0,0
2020,390,Granville County Schools,8,9,21,21,714,741,1291,1190,1552,1361,7227,180,138,0,1
2020,400,Greene County Schools,2,3,4,1,479,446,532,514,431,382,2874,45,35,0,0
2020,410,Guilford County Schools,122,123,2471,2258,6220,5829,14475,14013,11134,10450,71219,2061,1962,54,47
2020,420,Halifax County Schools,85,67,1,2,43,35,916,894,33,38,2186,30,30,7,5
2020,421,Roanoke Rapids City Schools,8,2,39,20,108,110,396,317,833,795,2766,67,69,2,0
2020,422,Weldon City Schools,2,2,0,0,1,7,362,347,4,10,755,6,12,1,1
2020,430,Harnett County Schools,79,75,66,75,2316,2234,2531,2397,4537,4294,20191,799,730,36,22
2020,440,Haywood County Schools,20,22,23,32,319,305,45,39,3129,2903,7101,131,125,1,7
2020,450,Henderson County Schools,13,11,96,88,1821,1625,264,244,4324,4227,13396,283,306,52,42
2020,460,Hertford County Schools,5,12,12,8,61,56,1058,990,170,148,2631,53,47,8,3
2020,470,Hoke County Schools,333,347,39,30,1088,941,1539,1354,1116,1016,8790,487,475,11,14
2020,480,Hyde County Schools,0,0,0,0,57,68,66,57,146,124,537,11,8,0,0
2020,490,Iredell-Statesville Schools,13,15,316,314,1494,1456,1434,1350,6675,6177,20403,564,571,11,13
2020,491,Mooresville City Schools,10,10,51,63,368,335,489,456,1947,1827,5987,216,209,3,3
2020,500,Jackson County Schools,106,116,24,24,306,281,27,21,1302,1192,3583,92,89,1,2
2020,510,Johnston County Schools,57,52,135,154,4878,4584,2984,2820,9930,9361,36892,993,919,16,9
2020,520,Jones County Schools,1,0,0,0,50,60,176,189,245,239,1031,37,34,0,0
2020,530,Lee County Schools,28,20,25,38,1903,1856,1016,906,1808,1724,9883,285,265,4,5
2020,540,Lenoir County Schools,5,8,48,35,600,603,2007,1975,1492,1417,8493,169,128,4,2
2020,550,Lincoln County Schools,3,6,46,41,654,672,356,314,4347,3916,11373,535,482,0,1
2020,560,Macon County Schools,3,11,14,15,454,431,19,9,1763,1623,4450,51,55,1,1
2020,570,Madison County Schools,3,3,2,7,55,38,3,4,1101,980,2244,24,23,1,0
2020,580,Martin County Schools,1,0,14,4,151,111,702,712,498,478,2793,59,58,3,2
2020,590,McDowell County Schools,7,11,29,25,444,384,92,106,2410,2087,5905,152,156,2,0
2020,600,Charlotte-Mecklenburg County Schools,165,154,5214,5019,20033,19103,26765,26161,20130,19280,146888,2329,2350,85,100
2020,610,Mitchell County Schools,1,0,5,9,112,101,4,1,815,716,1837,36,37,0,0
2020,620,Montgomery County Schools,5,1,32,26,681,622,375,351,723,699,3682,95,67,4,1
2020,630,Moore County Schools,68,53,62,57,944,892,972,881,4171,3833,12798,451,395,10,9
2020,640,Nash-Rocky Mount Schools,38,42,67,63,1009,966,3909,3855,2352,2144,15002,270,274,5,8
2020,650,New Hanover County Schools,45,37,225,229,2101,1941,2267,2125,8056,7432,25807,679,655,10,5
2020,660,Northampton County Schools,0,0,0,0,34,33,596,521,86,58,1404,42,34,0,0
2020,670,Onslow County Schools,60,48,173,136,2121,2017,2349,2155,7562,7206,26771,1466,1380,56,42
2020,680,Orange County Schools,3,10,37,63,941,885,504,481,2107,1800,7356,261,262,1,1
2020,681,Chapel-Hill/Carrboro City Schools,11,13,888,826,1069,1059,665,683,3188,3023,12325,475,425,0,0
2021,10,Alamance-Burlington Schools,28,41,163,176,3105,2947,2652,2588,4576,4187,21742,645,611,12,11
2021,20,Alexander County Schools,1,1,28,24,255,247,111,80,1818,1724,4499,107,99,0,4
2021,30,Alleghany County Schools,1,1,0,1,154,162,6,2,478,444,1281,15,16,0,1
2021,40,Anson County Schools,7,3,33,27,86,94,834,814,479,463,2982,76,64,0,2
2021,50,Ashe County Schools,1,2,7,5,196,171,8,7,1243,1140,2828,20,28,0,0
2021,60,Avery County Schools,0,3,3,9,132,117,1,2,820,691,1825,25,20,1,1
2021,70,Beaufort County Schools,6,3,14,9,507,527,971,946,1336,1283,5932,162,166,1,1
2021,80,Bertie County Schools,1,3,2,3,21,24,781,774,112,96,1876,30,29,0,0
2021,90,Bladen County Schools,41,43,2,2,398,390,729,697,680,701,3881,90,106,1,1
2021,100,Brunswick County Schools,29,31,51,34,943,931,898,875,3941,3631,12101,359,363,8,7
2021,110,Buncombe County Schools,36,33,136,140,2095,2092,822,746,7608,7487,22298,512,492,52,47
2021,111,Asheville City Schools,7,3,13,22,177,204,388,378,1319,1345,4225,166,167,20,16
2021,120,Burke County Schools,11,8,394,319,1102,984,274,241,3828,3622,11452,340,310,8,11
2021,130,Cabarrus County Schools,52,52,1298,1232,3048,2930,3655,3571,7876,7399,32729,793,774,16,33
2021,132,Kannapolis City Schools,9,5,27,32,984,901,734,714,832,769,5343,168,162,5,1
2021,140,Caldwell County Schools,3,2,35,51,674,650,297,284,4148,3917,10630,321,243,3,2
2021,150,Camden County Schools,2,1,7,9,44,37,71,72,722,693,1775,66,49,1,1
2021,160,Carteret County Schools,13,13,38,39,408,372,195,203,3120,2860,7781,256,240,14,10
2021,170,Caswell County Schools,4,2,5,1,87,116,426,369,624,516,2245,44,51,0,0
2021,180,Catawba County Schools,6,10,543,533,1388,1292,422,401,4995,4812,15370,462,494,8,4
2021,181,Hickory City Schools,2,2,109,100,503,492,388,387,754,711,3830,181,188,5,8
2021,182,Newton-Conover City Schools,1,1,100,102,411,400,170,157,654,564,2831,132,139,0,0
2021,190,Chatham County Schools,13,7,56,56,1385,1355,478,494,2292,2128,8722,223,224,7,4
2021,200,Cherokee County Schools,12,12,9,10,89,101,24,27,1234,1204,2854,66,63,3,0
2021,210,Edenton-Chowan County Schools,0,1,1,0,79,89,416,367,411,360,1811,38,49,0,0
2021,220,Clay County Schools,5,2,0,3,50,42,5,1,543,500,1178,9,18,0,0
2021,230,Cleveland County Schools,9,4,48,39,473,484,1956,1752,4265,3970,13865,426,435,3,1
2021,240,Columbus County Schools,111,139,3,6,334,307,783,704,1341,1263,5176,89,87,5,4
2021,241,Whiteville City Schools,12,15,5,4,122,118,421,438,410,366,2057,71,75,0,0
2021,250,Craven County Schools,8,10,319,271,795,740,1799,1658,3107,2944,12648,473,485,21,18
2021,260,Cumberland County Schools,353,323,446,483,3684,3515,11293,10866,6773,6322,48599,2116,2167,123,135
2021,270,Currituck County Schools,1,2,12,15,171,139,91,87,1625,1598,4124,202,176,2,3
2021,280,Dare County Schools,1,0,21,18,488,461,39,56,1953,1809,5119,142,130,1,0
2021,290,Davidson County Schools,25,23,118,117,1005,918,365,306,7431,6821,17821,368,317,5,2
2021,291,Lexington City Schools,4,2,58,57,507,526,466,489,316,283,2986,137,130,4,7
2021,292,Thomasville City Schools,4,2,7,9,380,365,372,429,205,201,2151,71,104,1,1
2021,300,Davie County Schools,7,4,22,34,470,438,201,188,2167,1962,5766,137,136,0,0
2021,310,Duplin County Schools,54,35,22,11,2109,2006,1027,985,1514,1403,9421,117,131,3,4
2021,320,Durham County Schools,29,23,337,322,5295,5187,6437,6525,3199,2884,31603,651,691,11,12
2021,330,Edgecombe County Schools,0,4,6,4,323,292,1569,1500,744,699,5360,106,109,2,2
2021,340,Forsyth County Schools,39,31,679,715,7260,7022,7488,7340,9309,8902,51289,1245,1195,38,26
2021,350,Franklin County Schools,14,18,18,30,863,862,1150,1211,1671,1502,7787,244,200,1,3
2021,360,Gaston County Schools,25,26,232,215,2369,2307,3483,3356,8189,7664,29490,851,742,12,19
2021,370,Gates County Schools,1,1,0,0,21,23,209,205,452,441,1455,55,46,1,0
2021,380,Graham County Schools,97,72,4,1,17,27,1,3,445,386,1064,7,4,0,0
2021,390,Granville County Schools,10,8,21,19,721,722,1230,1146,1423,1281,6918,177,160,0,0
2021,400,Greene County Schools,2,4,4,2,459,435,514,485,408,350,2729,39,27,0,0
2021,410,Guilford County Schools,122,126,2498,2258,6056,5808,14626,14112,10438,9703,68978,1577,1547,56,51
2021,420,Halifax County Schools,74,64,1,2,41,34,867,865,29,41,2076,24,22,7,5
2021,421,Roanoke Rapids City Schools,8,2,40,24,112,106,389,290,802,724,2589,41,49,2,0
2021,422,Weldon City Schools,1,1,0,0,2,5,308,308,6,7,657,7,10,1,1
2021,430,Harnett County Schools,73,65,65,69,2374,2303,2489,2384,4179,3973,19331,681,627,31,18
2021,440,Haywood County Schools,18,21,18,28,302,302,39,33,2992,2789,6742,103,90,1,6
2021,450,Henderson County Schools,13,7,90,87,1815,1634,257,251,4120,3998,12961,292,307,47,43
2021,460,Hertford County Schools,7,12,15,8,64,54,1039,993,160,153,2578,30,32,7,4
2021,470,Hoke County Schools,318,331,45,35,1044,952,1487,1350,1045,1001,8398,402,357,12,19
2021,480,Hyde County Schools,0,0,0,0,56,69,58,58,135,118,513,12,7,0,0
2021,490,Iredell-Statesville Schools,14,13,331,302,1543,1497,1423,1349,6465,6083,20038,515,479,12,12
2021,491,Mooresville City Schools,12,10,59,62,352,350,522,488,1882,1777,5921,200,201,4,2
2021,500,Jackson County Schools,111,118,23,27,317,283,23,18,1238,1171,3494,83,81,1,0
2021,510,Johnston County Schools,51,47,138,145,4967,4811,2946,2873,9386,8865,36112,958,904,13,8
2021,520,Jones County Schools,0,0,0,0,57,61,163,169,234,218,963,33,28,0,0
2021,530,Lee County Schools,24,16,29,36,1778,1781,983,906,1729,1622,9311,206,195,2,4
2021,540,Lenoir County Schools,5,7,48,37,620,626,1910,1881,1425,1360,8240,172,142,3,4
2021,550,Lincoln County Schools,9,11,43,46,680,666,372,315,4387,4000,11077,303,243,0,2
2021,560,Macon County Schools,3,10,13,15,455,426,16,8,1695,1544,4296,50,59,1,1
2021,570,Madison County Schools,2,0,2,3,62,44,2,5,1026,959,2158,29,23,1,0
2023,20,Alexander County Schools,2,1,40,31,250,269,110,85,1790,1627,4415,100,106,0,4
2023,30,Alleghany County Schools,1,0,0,1,173,175,3,4,489,460,1340,15,16,0,3
2023,40,Anson County Schools,6,2,22,23,115,120,818,807,469,438,2964,71,72,1,0
2023,50,Ashe County Schools,1,2,6,6,180,179,7,7,1160,1091,2697,30,28,0,0
2023,60,Avery County Schools,2,3,4,7,132,120,4,5,803,689,1815,22,22,2,0
2023,70,Beaufort County Schools,4,4,14,11,491,535,950,906,1298,1218,5821,210,177,3,0
2023,80,Bertie County Schools,0,3,2,3,21,28,727,723,94,73,1750,35,41,0,0
2023,90,Bladen County Schools,49,38,4,2,413,393,702,635,687,661,3822,99,136,1,2
2023,100,Brunswick County Schools,24,37,50,39,1116,1055,916,892,4102,3766,12911,434,460,11,9
2023,110,Buncombe County Schools,34,35,131,142,2265,2235,770,722,7391,7124,22041,534,559,53,46
2023,111,Asheville City Schools,4,2,16,21,157,204,410,347,1260,1258,4036,158,151,24,24
2023,120,Burke County Schools,7,8,375,292,1235,1062,262,222,3645,3500,11406,398,366,20,14
2023,130,Cabarrus County Schools,61,53,1865,1784,3331,3247,4060,3916,7478,6995,34674,924,917,14,29
2023,132,Kannapolis City Schools,5,6,22,26,1042,1008,730,698,720,707,5390,223,201,1,1
2023,140,Caldwell County Schools,5,6,47,48,721,701,292,272,4050,3766,10528,338,276,4,2
2023,150,Camden County Schools,1,1,5,7,52,56,63,65,779,743,1902,77,52,0,1
2023,160,Carteret County Schools,10,8,43,38,424,420,187,179,3197,2978,7976,239,230,14,9
2023,170,Caswell County Schools,3,2,4,2,89,117,399,387,562,488,2189,75,61,0,0
2023,180,Catawba County Schools,6,4,561,570,1433,1378,431,414,4954,4596,15448,539,553,6,3
2023,181,Hickory City Schools,1,1,98,92,529,497,388,384,686,667,3780,220,204,4,9
2023,182,Newton-Conover City Schools,0,0,119,123,421,399,147,149,600,552,2782,146,126,0,0
2023,190,Chatham County Schools,11,5,73,64,1452,1421,471,513,2369,2114,8954,225,222,9,5
2023,200,Cherokee County Schools,9,15,11,9,122,107,26,35,1318,1253,3056,79,70,2,0
2023,210,Edenton-Chowan County Schools,0,1,2,3,99,86,413,352,392,374,1820,38,59,1,0
2023,220,Clay County Schools,6,3,0,3,53,55,5,1,581,503,1242,10,22,0,0
2023,230,Cleveland County Schools,9,7,42,51,570,548,1922,1768,4176,3935,14011,494,480,4,5
2023,240,Columbus County Schools,97,99,4,4,333,302,740,723,1365,1223,5153,135,120,5,3
2023,241,Whiteville City Schools,10,10,4,5,120,127,409,422,405,370,2051,83,86,0,0
2023,250,Craven County Schools,12,11,295,272,878,829,1667,1547,3014,2898,12589,543,578,25,20
2023,260,Cumberland County Schools,345,312,476,505,3919,3783,11360,10853,6512,6056,48834,2276,2194,122,121
2023,270,Currituck County Schools,3,1,10,16,230,202,83,93,1740,1631,4456,214,227,3,3
2023,280,Dare County Schools,1,1,18,11,471,474,36,45,1921,1774,5040,153,134,1,0
2023,290,Davidson County Schools,21,20,132,140,1160,1078,443,345,7149,6563,17805,407,342,2,3
2023,291,Lexington City Schools,4,2,48,50,523,533,442,453,275,264,2906,154,151,1,6
2023,292,Thomasville City Schools,3,2,9,17,416,386,378,438,157,176,2165,83,98,1,1
2020,690,Pamlico County Schools,4,3,6,2,54,58,129,117,364,386,1244,53,68,0,0
2023,10,Alamance-Burlington Schools,24,30,182,175,3372,3180,2809,2625,4307,3942,22198,787,743,9,13
2023,300,Davie County Schools,4,5,23,29,514,475,215,192,2241,2009,5986,132,146,1,0
2023,310,Duplin County Schools,43,32,16,14,2283,2139,1001,980,1477,1319,9592,138,142,5,3
2023,320,Durham County Schools,27,15,330,319,5467,5220,6005,5985,3133,2901,31124,840,860,12,10
2023,330,Edgecombe County Schools,1,6,4,2,349,314,1598,1528,645,607,5279,104,119,1,1
2023,340,Forsyth County Schools,45,29,680,674,7793,7345,7625,7553,8995,8393,51935,1384,1351,38,30
2023,350,Franklin County Schools,12,15,15,32,954,949,1213,1222,1501,1352,7769,267,235,0,2
2023,360,Gaston County Schools,34,31,269,218,2874,2850,3749,3582,7461,7093,29936,896,846,19,14
2023,370,Gates County Schools,0,2,1,0,28,32,214,195,449,442,1465,61,40,1,0
2023,380,Graham County Schools,105,83,4,2,15,29,2,3,465,373,1091,4,6,0,0
2023,390,Granville County Schools,8,7,22,19,812,809,1204,1115,1217,1043,6627,192,177,1,1
2023,400,Greene County Schools,2,3,5,2,476,455,473,459,378,340,2668,44,30,0,1
2023,410,Guilford County Schools,109,102,2413,2155,6222,6044,14430,13915,9573,9020,67544,1745,1720,49,47
2023,420,Halifax County Schools,77,69,2,3,48,46,852,833,34,32,2068,33,31,6,2
2023,421,Roanoke Rapids City Schools,5,1,32,22,130,117,423,320,758,699,2639,49,82,1,0
2023,422,Weldon City Schools,0,1,0,0,4,5,302,300,2,4,628,5,5,0,0
2023,430,Harnett County Schools,66,45,71,76,2657,2477,2529,2369,4097,3891,19798,784,682,32,22
2023,440,Haywood County Schools,13,22,19,20,310,299,23,31,2926,2612,6499,119,100,0,5
2023,450,Henderson County Schools,10,7,76,82,1899,1696,249,226,3981,3898,12839,297,310,57,51
2023,460,Hertford County Schools,8,11,11,6,65,64,950,903,135,130,2367,29,38,9,8
2023,470,Hoke County Schools,337,322,38,28,1148,1063,1505,1473,995,908,8674,443,375,14,25
2023,480,Hyde County Schools,0,0,0,0,58,68,51,38,128,95,452,9,5,0,0
2023,490,Iredell-Statesville Schools,7,9,318,327,1758,1711,1477,1362,6366,5889,20516,669,603,8,12
2023,491,Mooresville City Schools,9,8,54,60,396,392,557,533,1737,1675,5871,229,220,1,0
2023,500,Jackson County Schools,126,98,19,21,339,320,21,21,1159,1127,3454,101,101,1,0
2023,510,Johnston County Schools,51,45,152,152,5459,5281,3256,3131,8965,8332,36838,1025,974,8,7
2023,520,Jones County Schools,0,1,0,0,65,70,159,146,240,228,1004,50,45,0,0
2023,530,Lee County Schools,15,13,28,26,1898,1838,905,869,1582,1453,9066,218,213,2,6
2023,540,Lenoir County Schools,4,10,35,32,676,651,1910,1893,1361,1332,8244,177,158,2,3
2023,550,Lincoln County Schools,9,14,57,61,749,714,405,330,4374,4031,11406,349,309,1,3
2023,560,Macon County Schools,8,11,12,14,509,473,18,13,1699,1526,4393,54,55,1,0
2023,570,Madison County Schools,3,2,2,3,58,51,1,2,988,911,2108,48,39,0,0
2023,580,Martin County Schools,1,0,16,4,137,109,668,663,416,393,2532,62,58,3,2
2023,590,McDowell County Schools,5,6,27,23,473,365,92,90,2240,1981,5569,137,126,3,1
2023,600,Charlotte-Mecklenburg County Schools,139,139,5109,4749,21336,20304,25584,24837,17386,16805,141217,2332,2306,96,95
2023,610,Mitchell County Schools,0,3,3,6,115,100,4,2,743,708,1722,17,21,0,0
2023,620,Montgomery County Schools,4,1,39,25,653,631,356,310,663,615,3503,113,88,4,1
2023,630,Moore County Schools,46,38,83,59,1049,976,870,844,4239,3826,12920,457,421,7,5
2023,640,Nash-Rocky Mount Schools,37,27,62,47,1082,1042,3831,3639,1999,1834,14272,337,328,1,6
2023,650,New Hanover County Schools,38,33,206,187,2343,2139,2191,2004,7639,7012,25082,656,601,23,10
2023,660,Northampton County Schools,2,3,2,2,27,40,506,467,66,53,1219,27,23,1,0
2023,670,Onslow County Schools,52,44,147,152,2383,2364,2328,2183,7781,7510,27768,1368,1357,56,43
2023,680,Orange County Schools,3,7,62,67,1024,908,467,492,1847,1686,7116,269,283,1,0
2023,681,Chapel-Hill/Carrboro City Schools,3,9,779,723,1015,1043,661,664,2921,2702,11403,445,436,2,0
2023,690,Pamlico County Schools,6,1,4,2,60,60,108,106,371,363,1201,52,66,1,1
2023,700,Pasquotank County Schools,5,5,31,21,268,287,1098,1106,793,779,4700,166,134,1,6
2023,710,Pender County Schools,15,9,24,38,921,887,607,530,3703,3409,10724,281,294,3,3
2023,720,Perquimans County Schools,0,0,0,2,32,35,185,194,533,564,1629,39,45,0,0
2023,730,Person County Schools,7,7,8,6,251,302,667,649,1116,1022,4322,133,152,1,1
2023,740,Pitt County Schools,21,24,215,170,1565,1479,5470,5403,4110,3766,23588,692,646,15,12
2023,750,Polk County Schools,0,0,6,4,123,147,60,49,787,779,2066,49,60,1,1
2023,760,Randolph County Schools,21,26,199,179,1599,1583,338,294,5246,4972,15176,375,337,3,4
2023,761,Asheboro City Schools,4,3,27,31,1138,1103,315,330,604,573,4383,121,132,1,1
2023,770,Richmond County Schools,88,95,36,27,472,453,1190,1109,1318,1241,6510,232,234,9,6
2023,780,Robeson County Schools,4045,3933,71,52,2160,2138,2532,2401,1111,1047,20784,659,601,24,10
2023,790,Rockingham County Schools,10,4,23,29,914,840,1133,1062,3202,3004,10982,373,382,3,3
2023,800,Rowan-Salisbury County Schools,23,22,86,70,2044,1947,1729,1697,4762,4345,18000,648,621,3,3
2023,810,Rutherford County Schools,6,4,12,10,405,392,448,372,2695,2395,7293,259,291,1,3
2023,820,Sampson County Schools,38,36,12,11,1731,1630,692,619,1392,1276,7759,154,160,4,4
2023,821,Clinton City Schools,28,34,6,8,577,553,492,499,289,276,2904,67,74,0,1
2023,830,Scotland County Schools,445,425,33,19,123,93,1313,1324,706,611,5461,184,179,2,4
2023,840,Stanly County Schools,14,7,115,141,444,475,677,603,2882,2674,8607,282,287,4,2
2023,850,Stokes County Schools,2,6,14,4,181,163,77,80,2489,2250,5513,127,119,1,0
2023,860,Surry County Schools,0,4,17,12,942,906,64,69,2469,2452,7153,113,105,0,0
2023,861,Elkin City Schools,0,1,7,9,126,122,17,20,419,430,1207,29,27,0,0
2023,862,Mount Airy City Schools,0,1,11,9,229,201,76,48,526,496,1691,55,38,1,0
2023,870,Swain County Schools,151,200,6,7,65,44,8,4,601,568,1812,81,76,0,1
2023,880,Transylvania County Schools,4,4,6,10,195,193,65,59,1275,1189,3218,92,115,4,7
2023,890,Tyrrell County Schools,0,0,2,3,68,68,70,76,101,57,482,17,19,0,1
2023,900,Union County Schools,45,36,1573,1585,4271,4088,2570,2428,11740,10935,41196,949,950,9,17
2023,910,Vance County Schools,2,1,19,31,460,426,1679,1604,286,258,4976,107,97,5,1
2023,920,Wake County Schools,190,153,9324,8987,15561,14887,17715,16940,35096,32994,158357,3162,3169,91,88
2023,930,Warren County Schools,43,61,3,4,84,87,571,603,109,94,1736,40,36,1,0
2023,940,Washington County Schools,1,0,1,6,35,44,423,426,31,40,1051,23,21,0,0
2023,950,Watauga County Schools,9,7,38,43,249,203,33,25,1851,1829,4628,165,172,2,2
2023,960,Wayne County Schools,10,9,104,86,2481,2323,3111,2863,2886,2692,17351,375,387,12,12
2023,970,Wilkes County Schools,4,7,18,17,727,660,150,137,3065,3023,8334,258,268,0,0
2023,980,Wilson County Schools,13,9,76,60,1189,1177,2221,2114,1472,1368,10166,226,230,5,6
2023,990,Yadkin County Schools,5,3,6,7,699,645,69,68,1738,1589,5007,94,81,2,1
2023,995,Yancey County Schools,4,3,1,0,165,146,2,2,863,776,1996,17,17,0,0
